"latinName";"kiswahiliName";"fishingGround";"date";"lunarCycle";"month";"season";"metier";"wpue";"reef";"depth.int.std";"seagrass.int.std";"temperature.std";"X.utm";"Y.utm"
"452";"Siganus sutor";"Tasi uzi";"Bimbi Kubwa";"2014-09-25";3;9;"SEMS";42;6.984;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"454";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";42;0.0733333333333333;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"455";"Lethrinus mahsena";"Changu tuku";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";42;0.916666666666667;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"457";"Siganus sutor";"Tasi uzi";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";42;1.56;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"459";"Siganus sutor";"Tasi uzi";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";59;2.15;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"460";"Lethrinus mahsena";"Changu tuku";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";46;0.0703333333333333;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"461";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";46;0.04;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"462";"Siganus sutor";"Tasi uzi";"Bimbi Kubwa";"2014-09-29";3;9;"SEMS";46;1.48966666666667;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"466";"Lethrinus lentjan ";"Changu njana";"Bimbi Kubwa";"2014-09-21";4;9;"SEMS";114;0.1375;1;1.12414970834402;1.06195318904937;-1.0423501277305;551791.028587043;9327045.27009889
"480";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-04-06";3;4;"SEMS";28;0.0133333333333333;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"483";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-04-06";3;4;"SEMS";28;0.72;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"485";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-04-06";3;4;"SEMS";28;1.45333333333333;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"486";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-04-06";3;4;"SEMS";28;3.02;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"490";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-04-07";1;4;"SEMS";21;3.39307692307692;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"491";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-04-07";1;4;"SEMS";21;0.384615384615385;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"497";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-04-26";4;4;"SEMS";21;0.00583333333333333;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"499";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-04-26";4;4;"SEMS";21;1.31416666666667;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"503";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-04-26";4;4;"SEMS";21;0.317;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"505";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-04-26";4;4;"SEMS";21;1.068;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"509";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-04-26";4;4;"SEMS";21;0.049;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"512";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-04-17";2;4;"SEMS";62;0.215;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"513";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-04-17";2;4;"SEMS";62;2.035;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"515";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-04-28";4;4;"SEMS";62;0.155;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"516";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-04-28";4;4;"SEMS";62;0.255;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"528";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-12-04";1;12;"NEMS";21;0.23;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"529";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-12-04";1;12;"NEMS";21;0.08375;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"536";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-12-04";1;12;"NEMS";21;0.01875;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"539";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-12-04";1;12;"NEMS";21;0.025;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"540";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-12-04";1;12;"NEMS";21;0.42625;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"543";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-12-07";2;12;"NEMS";120;0.375;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"551";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-12-24";3;12;"NEMS";71;0.02;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"561";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-02-27";4;2;"NEMS";89;0.888;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"562";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-02-27";4;2;"NEMS";89;0.565;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"565";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-01-25";4;1;"NEMS";62;0.875;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"567";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-06-05";1;6;"SEMS";24;0.11;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"580";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-03-02";3;3;"NEMS";21;NA;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"581";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-03-02";3;3;"NEMS";21;NA;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"582";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-03-02";3;3;"NEMS";21;NA;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"585";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-02";3;3;"NEMS";21;NA;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"586";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-02";3;3;"NEMS";21;NA;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"588";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-09";1;3;"NEMS";28;0.3895;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"589";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-09";1;3;"NEMS";28;0.104;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"590";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-09";1;3;"NEMS";28;5.0245;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"595";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-03-10";1;3;"NEMS";21;1.251;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"596";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-03-10";1;3;"NEMS";21;0.552;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"605";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-10";1;3;"NEMS";21;1.7;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"607";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-10";1;3;"NEMS";21;9.852;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"609";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-03-17";2;3;"NEMS";9;0.0808571428571428;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"610";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-03-17";2;3;"NEMS";9;0.00657142857142857;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"612";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-17";2;3;"NEMS";9;0.0167142857142857;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"614";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-17";2;3;"NEMS";9;0.0734285714285714;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"615";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-17";2;3;"NEMS";9;1.09385714285714;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"621";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-03";3;3;"NEMS";62;0.65;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"623";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-03";3;3;"NEMS";62;0.1075;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"624";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-03";3;3;"NEMS";62;5.0175;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"627";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-08";1;3;"NEMS";62;1.365;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"629";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-08";1;3;"NEMS";62;0.978;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"631";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-08";1;3;"NEMS";62;4;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"632";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.05;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"633";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.0475;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"635";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.07;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"636";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.19;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"637";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.85;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"639";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;0.11;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"640";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-22";2;3;"NEMS";62;1.55;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"642";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-31";3;3;"NEMS";62;0.3545;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"643";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-31";3;3;"NEMS";62;0.3195;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"644";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-03-31";3;3;"NEMS";62;0.15;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"645";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-03-31";3;3;"NEMS";62;2.85;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"647";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-03-27";4;3;"NEMS";97;4.5;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"650";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.0264;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"651";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.1903;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"652";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.0346;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"654";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.6772;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"656";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.0091;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"657";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-05-05";1;5;"SEMS";21;0.4076;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"661";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.65525;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"662";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.011875;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"664";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.585625;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"669";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.556125;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"670";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.0705;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"671";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.536375;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"674";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.0332307692307692;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"675";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.0849230769230769;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"677";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;1.07692307692308;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"678";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.752307692307692;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"681";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.0212727272727273;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"683";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.0970909090909091;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"689";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-05-12";1;5;"SEMS";21;0.131454545454545;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"691";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-10";1;5;"SEMS";109;0.848;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"692";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-05-10";1;5;"SEMS";109;0.4;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"694";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-05-10";1;5;"SEMS";109;0.408;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"697";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-05-28";3;5;"SEMS";92;0.0241428571428571;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"698";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-05-28";3;5;"SEMS";92;0.0111428571428571;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"705";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-11-03";1;11;"NEMS";21;0.0414;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"706";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-11-03";1;11;"NEMS";21;0.0847;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"708";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-11-03";1;11;"NEMS";21;0.1295;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"713";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-11-04";1;11;"NEMS";21;0.0307777777777778;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"714";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-11-04";1;11;"NEMS";21;0.126222222222222;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"716";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-11-04";1;11;"NEMS";21;0.0102222222222222;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"720";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-11-04";1;11;"NEMS";21;0.0977777777777778;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"729";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-11-13";2;11;"NEMS";31;0.1485;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"730";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-11-13";2;11;"NEMS";31;0.5745;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"734";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-11-13";2;11;"NEMS";31;0.0445;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"740";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-11-20";4;11;"NEMS";24;1.232;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"746";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-11-22";3;11;"NEMS";21;0.3226;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"749";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-11-22";3;11;"NEMS";21;0.1123;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"751";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-11-22";3;11;"NEMS";21;6.3;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"752";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-11-22";3;11;"NEMS";21;0.0739;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"753";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-11-22";3;11;"NEMS";21;0.2333;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"761";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-11-28";3;11;"NEMS";7;0.256;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"769";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-11-23";3;11;"NEMS";120;0.0753333333333333;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"772";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-11-23";3;11;"NEMS";120;0.271;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"779";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-10-09";2;10;"SEMS";21;0.035;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"780";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-10-09";2;10;"SEMS";21;0.0216666666666667;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"782";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-10-09";2;10;"SEMS";21;0.0307777777777778;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"789";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-10-09";2;10;"SEMS";21;0.06;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"790";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-10-09";2;10;"SEMS";21;0.420888888888889;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
